Unnamed: 0	sentence	label	university
723	 Server Date Sunday GMT Wednesday GMT Me	other	cornell
724	 Server Date Sunday GMT Sunday GMT Other Links of Interest Programming Metrowerks home page Cygnus Support Library Yahoo Directory of Programming International Obfuscated Code Contest page Last Updated on Monday September AM Any Comments or Suggestions Email them to dwu	other	cornell
725	 Server Date Monday GMT Thursday GMT Prelim Prelim General Info Tuesday April pm The Prelim review session will be held on Sunday April at pm in Baker Room Assignments Olin Upson Me Thurston Mi Thurston Olin Spring pierce	other	cornell
726	 Server Date Sunday GMT Monday GMT Who am Who Am am student at the Departmant of Computer Science of Cornell University work with Professor Robert Constable In Fall maintained Web page of course in Advanced Programming Languages This semester start my work for Nuprl project graduated from the Department of Mechanics and Mathematics of Moscow State University Moscow Russia Under supervision of Professor made several publications in Mathematical Logic My wife Elena now is graduate students in Economics at the State University of New York at Buffalo We are married more then years and know each other more than years because we graduated the same high school in Moscow By the way the same school one year after us graduated my classmate at Cornell Eugene Ortenberg	other	cornell
727	 Server Date Sunday GMT Tuesday GMT Viewing System Viewing System Master of Engineering Project Eric Shim Computer Science Department Cornell University Advisor Professor Bruce Land Table of Contents Introduction Equations Implementation How this program works Conclusion Acknowledgements References Introduction Although various display devices exist most computer graphics view surfaces are Thus pipeline the jargon term used to describe the various processes in converting from world coordinate space to representation must contain projective transformation and viewing transformation the minimum requirements to convert scene to projection have designed and implemented the Viewing System IV which was carefully explained in the Computer Graphics by Alan Watt using JAVA All the objects are created in the world coordinate system which is conventionally represented as system We can consider transformation Tview from world coordinate system to viewing coordinate system Xv Yv Zv Here in viewing coordinate system vertices are expressed in coordinate system with the origin sometimes known as the view point or view reference point which is represented as the position of viewer eye or the position at which virtual camera is placed Then the second transformation Tpers is applied to project points in view space onto the the screen space Xs Ys Zs Then projected the vertices from screen space onto the projection space which is view plane to simulate the camera transformation full viewing system will also determine view volume truncated view frustum which is the subset of world coordinate space which is to be included in the transformation process As far as general rendering pipeline is concerned needed to define view volume To define this view volume needed to specify near plane far plane and view plane window The specific plane formula will be presented in the Equations section of this report Since it was very hard to create the view frustum in the world coordinate system have created the view frustum in the viewing coordinate space and apply inverse Tview matrix to the view frustum that has created in the viewing coordinate system By doing this was able to create the view frustum in the world coordinate system Also the three dimentional clipping should be performed in the viewing coordinate space Equations We need viewing direction vector and up vector and an optional vector The following equations are showing how to obtain these vectors vector is viewing direction vector and is obtained by calculating camera to position subtract camera from position This vector is used when we calculate the Tview Matrix vector is up vector Because must be perpendicular to we need strategy that can take care of this care where the user entered is not perpendicular to Since the user entered vector is just estimated vector we need to calculate the vector by apply this equation This vector is also used when we calculate the Tview Matrix vector is an optional vector that could be obtained by cross product of and vector resulting in coordinate system Also this vector is used when we calculate the Tview Matrix Tview matrix is obtained simply by calculating this equation This Tview can transform any points in world coordinate system into the viewing coordinate system matrix translates the object and matrix roates the object where and are the followings Now we have to have someway to transform from the viewing coordinate system into the world coordinate system In the case of view frustum which was created in the viewing coordinate system and needed to be transformed to world coordinate system Tview inverse matrix is obtained simply by calculating this equation This Tview inverse can transform any points in viewing coordinate system into the world coordinate system transpose matrix translates the object and matrix roates the object After we have create the object in the world coordinate system and transform the points into the viewing coordinate system we need to transform the points in viewing coordinate system into the screen coordinate system again By doing this we are finally be able to simulate the camera transformation from world coordinate system to screen coordinate system where Tpers matrix is obtained simply by calculating this equation This Tpers matrix is consists of and values that the user has entered from the user interface is the distance from the camera to the near plane Incidently the view plane is the same as the near plane in this viewing system is the distance from the camera to the far plane Finally the value is the half of the height of the view plane window As create the view frustum should be able to specify the six planes There are Xv Yv and two Zv values Xv specifies the two planes of the view frustum Yv specifies the top and the bottom planes of the view frustum And the Zv specifies the front near plane and view plane plane and the far plane Implementation In this project have implemented classes which represents each objects in this Viewing System will introduce all the classes and briefly go over each class class definition in this section Class definitions cameraTransformation The main program This class creates all the buttons canvases text fields And this class contains user input data Tview and Tpers matrixs Also this class initialize all the necessary variables and handle all the events that user entered such as mouse click or enter the value of camera location camera to vector and values This class converts the coordinates into the coordinates to draw on the canvases To show the effect in case this class rotates the object little bit by and axis so that the user can see the object as effected This class is the base class of any other objects that would be displayed on the canvases such as view frustum and cube This class contains all the vertices on all three coordinate systems and the points that would be displayed on the canvases which is called view coordinates in this class ViewFrustum This class contains all the necessary information about the view frustum This is extended class from the class which means that it contains every thing from the and plus whatever view frustum need to have Also this class creates view frustum in the viewing coordinate system according to the value of camera location and camera to value Cube This class contains all the necessary information about the cube This class is extended class from the class Also this class creates cube on the origin of the world coordinate system according to the length of edge Tview This class contains all the necessary information about the Tview Also this class creates the Tview by doing the followings Find vectors Create the matrix Create the matrix Create the Tview matrix by calculating TB Create the Tview inv matrix by calculating BtrnasposeT Tpers This class contains all the necessary information about the Tpers Also this class creates the Tpers according to the and values that the user entered worldCanvas This class contains all the necessary information of the world canvas Paints the objects in the world coordinate system and handle the rotation of the objects by draging the mouse on the world coordinate system viewCanvas This class contains all the necessary information of the view canvas Paints the objects in the viewing coordinate system and handle the rotation of the objects by draging the mouse on the viewing coordinate system screenCanvas This class contains all the necessary information of the screen canvas Paints the objects in the screen coordinate system and handle the rotation of the objects by draging the mouse on the screen coordinate system projectionCanvas This class contains all the necessary information of the projection canvas Paints the objects in the projection canvas in manner This class contains the matrix calculation methods For this class have partially referenced from the code of Awwwesome Webware Vectorf This class contains the general vector calculation methods This class is the base class of or any other Vector classes For this class have partially referenced from the code of Awwwesome Webware This class contains the four element vector calculation methods This class is derived from the Vectorf class For this class have partially referenced from the code of Awwwesome Webware The detailed code of this project can be obtained by clicking on this How this program works If you like to simulate the camera transformation to see how the viewing system works you may press on the viewing system Viewing System You will see four canvases in the viewing system which are the world coordinate canvas viewing coordinate canvas screen coordinate canvas and the projection coordinate canvas As user changes the approximated vector camera location vector camera to vector and values this program redraws the objects according to the values of variables that user entered on all these four canvas appropreately The user needed to press on VIEW button after they have changed the values of variables to simulate the camera transformation Conclusion was able to simulate the camera transformation for viewing system in this project By simulating the Viewing System IV had less restriction when view the object in the world coordinate since could change the camera position and where to look at Also by having the view frustum did have to relying on clipping algorithm to eliminate any information in the view plane that falls outside the view plane window Eventhough this project performs just fine with my initial design could think of some more features that could make this project works even better First adding more objects to view could make it better to understand what is going on while viewing the object Second diminishing the line brightness when draw the object as it gets deeper in axis could help the user lot more to tell which line is in front and which one is in the back Acknowledgements It would have been difficult to finish this project without the greatest guidence of Professor Bruce Land would like to thank him from the deep of my heart would like to thank my mother Shim for helping me and praying for me to survive from the darkest period of my life Thanks to my brother and sister Andy Shim and Julie Shim for supporting me and understanding me by financially and mentally also would like to thank to my friends and in HANA and KIDS Most of all would like to dedicate this work to my father Shim who is in heaven for giving me strength and courage to continue to learn and complete the Masters Degree in Cornell University References Alan Watt Computer Graphics Publishing Company	other	cornell
728	 Server Date Monday GMT Tuesday GMT Synthesis Research Summary Three bottlenecks exist in scientific computing generating the effective software for complicated mathematical problems running the software on machine and interpreting or visualizing the large body of data that is produced by the computation In computational fluid dynamics and especially in turbulence research the time spent developing effective software can dwarf the actual running time by orders of magnitude This research focusses on automating the process of synthesizing scientific software using high level programming language called SPL SPL allows the programmer to indicate continuous objects of interest like differentiable functions distributions etc and manipulate them using operations from arithmetic and calculus as well as to limit their possible values by using constraints such as algebraic and differential equations This specification is then transformed into more concrete executable form via user directed transformations coded in conjunction with the computer algebra substrate Weyl Participants Divakar Visnawath Richard Zippel Publications Berkooz Chew Cremer Palmer and Zippel Generating Spectral method Solvers for Partial Differential Equations Advances in Computer Methods for Partial Differential Equations VII pp Tech Report	other	cornell
729	 Server Date Sunday GMT Wednesday GMT For Sale Things Koichi Kamijo is selling in June Many stuffs are already sold out but still have some If you find something interested in send The price is open to negotiation The more you buy the more discount you get Car Sold out Chevolet Lumina Euro miles sports car type AT ABS cruise control power windows power seat automatic door wine red good shaping With snow shovel car lock and bar Furniture Full size Carpet Plastic drawer Sold out each Stationery set Includes many binders tapes punchers etc whatever you need for studying Garbage bin Large Midium Thompkins county Electrical Appliances Sony CD double deck radio cassette Sold out color TV Canon Japanese Word Processor Brand new value Telephone answering Sold out Telephone compact Sony alarm clock with radio Iron with stand Sold out Floor lamp Sold out each Table study lamp each Fan heater Sold out Small clock Sold out Xmas tree Kitchen Microwave Oven Sold out Zojirushi pot Sold out Sold out Sold out Glasses Source Pan and more Last update June	other	cornell
730	 Date Sun Nov GMT Server Fri Oct GMT CTC Visualization Tools DX Cornell Theory Center Data Explorer DX Examples of DX projects may be found in the Data Explorer Repository Data Explorer DX is block diagram point and click programming language designed for producing high quality images based on data The data may represent objects walls stars or fields density electric field DX design tools include vector and scalar field rendering human controls and geometric operations rotate zoom in addition to and plotting There is direct programming support for producing custom MOTIF control panels The Theory Center has added modules to make parametric surfaces texture maps bumpmaps spotlights and variety of other graphically oriented functions Figure shows the DX network that generated the Mandelbrot set displayed in figure The block diagram program is built up of modules and wires connecting them module is primitive program function that appears on the screen as block with input and output tabs Wires are dragged with the mouse from outputs to inputs group of modules can be hidden inside of another module to form user macro Figure The DX network and user interface Figure The Mandelbrot Set generated by the DX network above DX also provides the facility to animate the images it generates Return to Visualization at the Cornell Theory Center	other	cornell
731	 Server Date Sunday GMT Friday GMT Noel MacDonald Professor Electrical Engineering Director Cornell Nanofabrication Facility Phillips Hall nmacd California at Berkeley Biography After receiving his doctorate in electrical engineering MacDonald remained at Berkeley for year as an acting assistant professor In he became member of the technical staff at the Rockwell International Science Center and in he joined Physical Electronics Industries as an entrepreneur instrumentation engineer and manager In Physical Electronics was acquired by the Corporation and from then until MacDonald held management positions at these included the position of general manager for the Physical Electronics Division In he attended the Harvard Business School Program for Management Development In he came to Cornell as professor of electrical engineering and director of the Program on Microscience and Technology which is sponsored by the Semiconductor Research Corporation In he was appointed director of the School of Electrical Engineering MacDonald has specialized in technology with emphasis on microelectronic applications he was instrumental in combining Auger electron spectroscopy with scanning electron microscopy and in developing the scanning Auger microprobe He received the Victor Macres Memorial Award of the Electron Probe Analysis Society of America and Young Engineer of the Year Award presented by the Institute of Electrical and Electronics Engineers IEEE He serves on the SEMATECH University Advisory Board the International MEMS Steering Committee and the Advisory Board for the International Symposium on Electron Ion and Photon Beams EIPB In he chaired the EIPB symposium He is member of IEEE the American Physical Society the American Vacuum Society the Electrochemical Society and the Materials Research Society Research Interests The theme of our research is nanostructure fabrication and characterization We are interested in the ultimate spatial limits for fabricating probing and modeling electronic and mechanical structures Consequently research projects that address the generation and application of focused electron beams for nanofabrication along with computer simulation and modeling are included in the program Research subjects include fabrication of electron devices and nanomechanical structures for information storage vacuum microelectronics microinstrumentation for lithography and characterization probing of integrated circuits and nanostructures electron scattering and energy dissipation in solids lithography and nanosensors The goal of this research is to better understand the physical limits for fabrication integration characterization and inspection of nanostructures Current Research Projects Nanostructure Fabrication Electromechanical Optical and Electronic Devices Nanosensors and Nanoanalytic Instruments Simulation of Lithography Instrumentation for Nanofabrication Testing ps and Nanometrology Selected Publications Sanford and MacDonald Laser pulsed GaAs cathodes for electron microscopy Journal of Vacuum Science and Technology Sanford and MacDonald Electron emission properties of laser pulsed GaAs negative electron affinity photocathodes Journal of Vacuum Science and Technology Yao Arney and MacDonald Fabrication of high frequency nanoactuators for scanned probe devices Journal of Microelectromechanical Systems Yao and MacDonald scanning electron microscopy analysis of nanodynamical structures Scanning Microscopy Santos and MacDonald Integration of microstructures onto negative cathodes Fabrication and operation of an addressable negative cathode Journal of Vacuum Science and Technology Spallas Das and MacDonald silicon cathode arrays formed by selective lateral thermal oxidation of silicon Journal of Vacuum Science and Technology Last revised	other	cornell
732	 Server Date Monday GMT Tuesday GMT Collaborative Mathematics Environments Next Introduction PROJECT SUMMARY Collaborative Mathematics Environments Paul Chew Robert Constable Keshav Pingali Steve Vavasis Richard Zippel Computational science will be the dominant paradigm for science in the next century This proposal addresses one of the major challenges facing this new kind of science demand for better software support for computational mathematics The task of providing this support is sufficiently central to the national interest and sufficiently comprehensive that it could serve as Grand Challenge problem for computer science strategy for meeting this challenge has evolved from cooperation at Cornell on the elements of scientific computing This proposal represents collaboration among five computer scientists with diverse backgrounds scientific computing computational geometry computer algebra applied logic and programming languages In various combinations these people have worked together and software from their separate projects has been linked Their experience with the difficulty of this linking process has led to the identification and to the prospective solutions of three major problems the connectivity problem the code generation problem and the explanation problem The problems and their solutions are briefly explained below This proposal outlines plan to design and implement an open system architecture that will integrate variety of computational science tools into an environment that supports collaborative activity Many interesting and powerful tools exist to support computational mathematics for example Matlab Lapack Mathematica Axiom Ellpack PLTMG Autocad and LEDA but most of these are focused on one specific area or on one specific style of computation These systems are largely and closed connecting to other software only at very low level of abstraction using for instance communication They do not have common semantic base that would allow one system to collaborate with another This is the connectivity problem To address the connectivity problem common mathematical bus the MathBus will serve as the backbone of the system Its communication protocols will be based on typed formal language which provides the semantics for collaboration major design objective is to raise the level of communication among software tools allowing the communication of mathematical objects instead of being restricted to simple strings Although existing software has contributed substantially to scientific programming productivity the time taken to generate code remains major impediment to progress in computational science This is the code creation problem In part this problem is due to the difficulty of expressing certain mathematical techniques as subroutines The problem of code creation is addressed with method of transformation and refinement allowing the transformation of mathematical expressions into code One of the reasons that sharing code with colleague is difficult is because there is no common language for explaining what program does and for precisely giving the conditions necessary to apply it This is the explanation problem The solution to the connectivity problem also provides an approach to explanation namely to provide formal and semantic standards for communications and linkage on the proposed MathBus The problem solutions outlined here lead to an additional opportunity Once tools can and mathematical models can be shared it becomes possible to create collections of mathematical theorems explanations and examples and counterexamples Such mathematical database could capture an important part of mathematical knowledge that is at best poorly represented by books and journals Collaborative Mathematics Environments Paul Chew Robert Constable Keshav Pingali Steve Vavasis Richard Zippel Introduction The Basic Problems Research Program The Connectivity Problem Mesh Generation Numerical Linear Algebra Mathematical Bus The Code Creation Problem Quadratic Formula Sparse Matrices Ongoing Activities The Explanation Problem Symbolic Computations and the Explanation Problem Geometry and the Explanation Problem Access to Libraries Value of Precise Mathematical Language Conditions on Transformations Geometry Summary The Mathematical Database Opportunity Milestones Year Year Year Year Year Results from Prior NSF Support Constable Pingali Partial List of Publications Development of Human Resources Vavasis References Biographical Sketches Paul Chew Robert Constable Keshav Pingali Stephen Vavasis Richard Zippel Budget Salaries and wages for senior personnel Postdoctoral research associate Equipment Travel Current and Pending Support Facilities Equipment and Other Resources About this document Next Introduction nuprl project Tue Nov EST	other	cornell
733	 Server Date Sunday GMT Thursday GMT Pavel Naumov addresses Office Department of Computer Science CORNELL UNIVERSITY Upson Hall Ithaca NY phone pavel	other	cornell
734	 Server Date Sunday GMT Tuesday GMT CS Course Requirements and Grading Programs There will be six programing assignments Assignments for CS are due on Tuesdays Exception Because there is only one week of classes between Thanksgiving break and the end of classes for the semester the final program will be due on Thursday CS ProgramDue at pm on Programs are due at pm on the day assigned No Late Assignments Will Be Accepted Programs may be handed in by giving them to consultant in the Carpenter Lab You must give the program to consultant personally Do not just leave it on desk or table Programs may also be handed in at the end of lecture on the assigned date Programs should be printed separated into pages with the perforated edges removed and stapled together with the requested output The first comment in each program must contain your name and Cornell ID the day and time you attend section and your section instructor name These can not be written in by hand You must sign the first page of the program Each program will be given two grades one for correctness and one for program organization and style The grade for each part will be or All programs are weighted equally Working with Partners For the programming assignments you may work with one other student we encourage you to do this If you work with partner you should normally submit only one programming assignment between the two of you The program must contain both of your names and ID and information about when you attend sections in the first comment at the beginning of the program The program will be returned in section to the first person named in the comment the other person will receive for their records cover sheet showing the assigned grade Both of you must sign your names on the first page of the program Working with partner can be very helpful both in getting the assignments to work and in clarifying your understanding of the course material But be sure that both you and your partner share in the work equally and that both of you understand it You can not take the exams with partner Exams There will be three hour preliminary examinations and hour final ExamDateTime Prelim Prelim Prelim Review Sessions Will be held at pm on Sundays before each prelim and before the final exam Review sessions are scheduled on Sunday and in Olin Graded Assignments and Exams Will be returned in your section Unclaimed work may be obtained from the consultants in the Carpenter lab Bring your Cornell ID to pick up an exam Regrades If you feel an exam or program has been incorrectly graded fill out regrade request giving your reasons in writing attach the exam or program to it and give it to consultant in the Carpenter lab regrade request can cause your grade to go up or down the paper will be regraded from scratch regrade request must be submitted within one week after the graded work is first returned Posted Grades Grades will be posted outside the Carpenter lab by either student ID or four digit code that you give us It is your responsibility to verify that our records are correct If you find an error please contact the course administrator Laurie Buck during her office hours Course Grades Grades for are computed as follows Final Grades Programs Prelim Prelim Prelim Final Your letter grade will be based on your total score The actual cutoffs between letter grades wo be decided until the end of the course Last Updated on Sunday September PM Any Comments or Suggestions Email them to dwu	other	cornell
735	 Server Date Monday GMT Monday GMT Table of contents Slide Slide Slide Slide Slide Slide Slide Slide Slide Slide Slide Slide Slide Slide Slide	other	cornell
