Unnamed: 0	sentence	label
6003	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!noc.near.net!uunet!seas.gwu.edu!louray From: louray@seas.gwu.edu (Michael Panayiotakis) Subject: Re: More Cool BMP files?? Message-ID: <1993Apr24.062055.7123@seas.gwu.edu> Organization: George Washington University References: <1993Apr17.023017.17301@gmuvax2.gmu.edu> <1993Apr20.173506.2288@dlss2> <C5w	comp.os.ms-windows.misc
6004	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!gatech!swrinde!network.ucsd.edu!news.cerf.net!pagesat!olivea!charnel!rat!zeus!cymbal.calpoly.edu!gking From: gking@cymbal.calpoly.edu (Gregory S King) Subject: SS 24X Questions Message-ID: <1993Apr23.165450.151420@zeus.calpoly.edu> Sender: news@zeus.calpoly.edu Organization: California Polytechnic State University, San Luis Obispo Distribution: usa Date: Fri, 23 Apr 1993 	comp.os.ms-windows.misc
6005	 Xref: cantaloupe.srv.cs.cmu.edu alt.fan.bill-gates:831 comp.os.ms-windows.advocacy:7685 comp.os.ms-windows.misc:10685 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!andrew.cmu.edu!ks3l+ From: Kenton Shaver <ks3l+@andrew.cmu.edu> Newsgroups: alt.fan.bill-gates,comp.os.ms-windows.advocacy,comp.os.ms-windows.misc Subject: Re: Challenge to Microsoft supporters. Date: Thu, 13 May 1993 13:13:20 -0400 Organization: Sponsored account, Systems Group 82, Carnegie Mellon, Pitt	comp.os.ms-windows.misc
6006	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!uwm.edu!ux1.cso.uiuc.edu!news.cso.uiuc.edu!ehibm6.cen.uiuc.edu!mb4008 From: mb4008@ehibm6.cen.uiuc.edu (Morgan J Bullard) Newsgroups: comp.os.ms-windows.misc Subject: Hard drive compression ie, stacker.superstor etc. Summary: looking for comparsions between the various hard drive compression utilitys Keywords: stacker superstor doubledisk doublespace Message-ID: <C5w8r9.EBu@news.cso.uiuc.edu> Date: 22 Apr 93 16:35:32 GMT Article-I.D.: 	comp.os.ms-windows.misc
6007	 Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!wupost!spool.mu.edu!eng.ufl.edu!usenet.ufl.edu!maple.circa.ufl.edu!DYU From: dyu@maple.circa.ufl.edu Newsgroups: comp.os.ms-windows.misc Subject: memory Date: 16 May 1993 14:44:50 GMT Organization: Center for Instructional and Research Computing Activities Lines: 6 Message-ID: <1t5k13INNgg0@no-names.nerdc.ufl.edu> Reply-To: DYU@ufcc.ufl.edu NNTP-Posting-Host: maple.circa.ufl.edu Does anyone know how to absolute memory locations in windows, ie.  har	comp.os.ms-windows.misc
6008	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.misc:9167 comp.os.ms-windows.apps:10961 Newsgroups: comp.os.ms-windows.misc,comp.os.ms-windows.apps Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!gatech!howland.reston.ans.net!bogus.sura.net!darwin.sura.net!sgiblab!wetware!sjsumcs!sundance!rick From: rick@sundance.SJSU.EDU (Richard Warner) Subject: Re: WinBench Message-ID: <rick.734113494@sundance> Sender: news@sjsumcs.sjsu.edu (News Administrato	comp.os.ms-windows.misc
6009	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!gatech!howland.reston.ans.net!ux1.cso.uiuc.edu!uwm.edu!msuinfo!uchinews!att-out!cbnewsd!cbnewsc!cbfsb!cbnewsg.cb.att.com!bdr From: bdr@cbnewsg.cb.att.com (brian.d.reed) Subject: Terminal woes Message-ID: <C76DpI.G5G@cbfsb.cb.att.com> Keywords: terminal, modem Sender: news@cbfsb.cb.att.com Organization: AT&T Distribution: na Date: Mon, 17 May 1993 14:32:05 GMT Lines: 18 I have a 486/33 VLB machine, with a Wang 96/	comp.os.ms-windows.misc
6010	 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!gatech!prism!mg15 From: mg15@prism.gatech.EDU (Glynn,Mike) Newsgroups: comp.os.ms-windows.misc Subject: How to prevent ctl-alt-del from windows. Message-ID: <97431@hydra.gatech.EDU> Date: 13 May 93 16:04:59 GMT Organization: Georgia Institute of Technology Lines: 12 I would like to prevent our Windows users from using ctl-alt-del from within windows. I know there must be a way to do it. Could anyone p	comp.os.ms-windows.misc
6011	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!gatech!paladin.american.edu!howland.reston.ans.net!newsserver.jvnc.net!news.edu.tw!news!Net.nthu.edu.tw!Uz.nthu.edu.tw!gtonwu From: gtonwu@Uz.nthu.edu.tw (Tony G. Wu) Subject: I hate to make a decision ! Message-ID: <1993Apr26.030204.27417%gtonwu@Uz.nthu.edu.tw> Organization: National Tsing Hua University (HsinChu) X-Newsreader: TIN [version 1.1 PL8] Date: Mon, 26 Apr 1993 03:02:04 GMT Lines: 16 Hi.     Well, I r	comp.os.ms-windows.misc
6012	 Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!darwin.sura.net!haven.umd.edu!uunet!news.tek.com!tekgen!joel From: joel@tekgen.bv.tek.com (Joseph Look) Newsgroups: comp.os.ms-windows.misc Subject: Bar code fonts Message-ID: <2551@tekgen.bv.tek.com> Date: 21 Apr 93 21:44:54 GMT Organization: Tektronix, Inc. Lines: 3 I am looking for some bar code fonts especially code 3 of 9. Did anybody know  any ftp sites or BBS that I can download these types of fonts? Please email to me if you have any info. 	comp.os.ms-windows.misc
6013	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!emory!swrinde!zaphod.mps.ohio-state.edu!sdd.hp.com!network.ucsd.edu!pacbell.com!att-out!cbfsb!cbnewsg.cb.att.com!rnichols From: rnichols@cbnewsg.cb.att.com (robert.k.nichols) Subject: Re: TrueType fonts that display but do not print. Message-ID: <1993Apr17.223124.917@cbfsb.cb.att.com> Summary: Adjust OutlineThreshold Sender: news@cbfsb.cb.att.com Organization: AT&T 	comp.os.ms-windows.misc
6014	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.misc:9588 comp.os.ms-windows.setup:4306 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!cs.uoregon.edu!news.uoregon.edu!netnews.nwnet.net!news.u.washington.edu!stein.u.washington.edu!lcornell From: lcornell@stein.u.washington.edu (Linda D. Cornell) Newsgroups: comp.os.ms-windows.misc,comp.os.ms-windows.setup Subject: Any video gurus feel like attacking this quirk...? Message-ID: <1qsce9INNgd0@shelley.u.washington.edu> Date: 18 Apr 9	comp.os.ms-windows.misc
6015	 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!magnus.acs.ohio-state.edu!usenet.ins.cwru.edu!cleveland.Freenet.Edu!ak333 From: ak333@cleveland.Freenet.Edu (Martin Linsenbigler) Newsgroups: comp.os.ms-windows.misc Subject: Re: mouse on COM3 under Windows 3.1 ? Date: 25 Apr 1993 03:31:10 GMT Organization: Case Western Reserve University, Cleveland, OH (USA) Lines: 34 Message-ID: <1rd0lu$nof@usenet.INS.CWRU.Edu> References: <1993Apr21.073342.15866@tti	comp.os.ms-windows.misc
6016	 Xref: cantaloupe.srv.cs.cmu.edu comp.unix.dos-under-unix:446 comp.os.ms-windows.apps:11682 comp.os.ms-windows.misc:9637 alt.uu.comp.os.linux.questions:219 comp.apps.spreadsheets:1160 comp.misc:20385 alt.os.linux:2922 comp.os.linux:37398 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!swrinde!elroy.jpl.nasa.gov!ncar!noao!arizona!optima.cs.arizona.edu From: dsiegel@optima.cs.arizona.edu (Seagull) Newsgroups: comp.unix.dos-und	comp.os.ms-windows.misc
6017	 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!sdd.hp.com!network.ucsd.edu!adean From: adean@weber.ucsd.edu (Anthony V. Dean) Newsgroups: comp.os.ms-windows.misc Subject: ATM Date: 20 Apr 1993 19:44:04 GMT Organization: University of California at San Diego Lines: 15 Distribution: world Message-ID: <1r1jq4$af5@network.ucsd.edu> NNTP-Posting-Host: weber.ucsd.edu I've been reading, with much confusion, abou	comp.os.ms-windows.misc
6018	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!torn!nott!emr1!jagrant From: jagrant@emr1.emr.ca (John Grant) Subject: Re: head-to-head win and os/2 Message-ID: <1993May15.175312.22307@emr1.emr.ca> Organization: Energy, Mines, and Resources, Ottawa References: <1993May15.030210.4755@ccsvax.sfasu.edu> Date: Sat, 15 May 1993 17:53:12 GMT Lines: 32 In article <1993May15.030210.4755@ccsvax.sfasu.edu> z_shererrg@ccsvax.sfas	comp.os.ms-windows.misc
6019	 Xref: cantaloupe.srv.cs.cmu.edu alt.fan.bill-gates:783 comp.os.ms-windows.advocacy:7628 comp.os.ms-windows.misc:10606 Newsgroups: alt.fan.bill-gates,comp.os.ms-windows.advocacy,comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!darwin.sura.net!haven.umd.edu!uunet!microsoft!hexnut!jenk From: jenk@microsoft.com (Jen Kilmer) Subject: Re: re: Challenge to Microsoft supporters. Message-ID: <1993May12.002432.16335@microsoft.com> Date	comp.os.ms-windows.misc
6020	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.misc:9805 comp.os.msdos.misc:13118 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!network.ucsd.edu!news.service.uci.edu!ucivax!gateway From: tittle@ics.uci.edu (Cindy Tittle Moore) Newsgroups: comp.os.ms-windows.misc,comp.os.msdos.misc Subject: Re: Canon BJ200 (BubbleJet) and HP DeskJet 500... Keywords: printer Message-ID: <2BD73621.3894@ics.uci.edu> Date: 23 Apr 93 00:19:45 GMT Article-I.D.: ics.2BD73621.3894 References: <1993Apr1	comp.os.ms-windows.misc
6021	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!gatech!prism!ccastco From: ccastco@prism.gatech.EDU (Constantinos Malamas) Newsgroups: comp.os.ms-windows.misc Subject: Re: More Cool BMP files?? Message-ID: <93723@hydra.gatech.EDU> Date: 19 Apr 93 21:36:18 GMT Organization: Georgia Institute of Technology Lines: 31 >In article <1993Apr17.023017.17301@gmuvax2.gmu.edu> rwang@gmuvax2.gmu.edu writes: > > Hi, everybody: > >     I guess my subject has said it a	comp.os.ms-windows.misc
6022	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!psgrain!ee.und.ac.za!csir.co.za!mattek.csir.co.za!dbasson From: dbasson@mattek.csir.co.za (Dominique Basson  ) Newsgroups: comp.os.ms-windows.misc Subject: Re: Boot-up sometimes fails. Date: 28 Apr 1993 12:55:46 GMT Organization: CSIR Lines: 21 Message-ID: <dbasson.11.0@mattek.csir.co.za> References: <1993Apr28.053700.12929@lugb.latrobe.edu.au> NNTP-Posting-Host: 146.64.134.195 X-Disclaimer: None of the opions expressed her	comp.os.ms-windows.misc
6023	 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!uwm.edu!msuinfo!netnews.upenn.edu!sthong From: sthong@eniac.seas.upenn.edu (Steven Hong) Newsgroups: comp.os.ms-windows.misc Subject: LOOKING FOR ORGANIZER Message-ID: <STHONG.93May1072833@eniac.seas.upenn.edu> Date: 1 May 93 11:28:33 GMT Sender: news@netnews.upenn.edu Distribution: comp Organization: University of Pennsylvania, Philadelphia, PA, USA Lines: 18 Nntp-Posting-Hos	comp.os.ms-windows.misc
6024	 Path: cantaloupe.srv.cs.cmu.edu!rochester!cornell!batcomputer!caen!nigel.msen.com!sdd.hp.com!usc!howland.reston.ans.net!ux1.cso.uiuc.edu!news.cs.indiana.edu!bsu-cs!news.nd.edu!mono.rad.nd.edu!mono From: mono@rad.nd.edu Newsgroups: comp.os.ms-windows.misc Subject: Biobliography program: INFO needed, please. Message-ID: <mono.53.0@rad.nd.edu> Date: 17 May 93 22:38:39 GMT Sender: news@news.nd.edu (USENET News System) Distribution: world, local Organization: Radiation Laboratory U of Notre Dame Lin	comp.os.ms-windows.misc
6025	 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!sol.ctr.columbia.edu!caen!batcomputer!munnari.oz.au!newshost.anu.edu.au!trust!jon From: jon@trust.anu.edu.au (Jon GOUGH) Newsgroups: comp.os.ms-windows.misc Subject: Windows and multiple monitors >10m apart Date: 21 Apr 1993 21:54:39 GMT Organization: CSLab, Autralian National Uni. Lines: 16 Sender: jon@trust (Jon GOUGH) Distribution: world Message-ID: <1r4fqvINNn8t@manuel.anu.e	comp.os.ms-windows.misc
6026	 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!uunet!utcsri!utnut!torn!howland.reston.ans.net!darwin.sura.net!cc.gatech.edu!gatech!prism!gw18 From: gw18@prism.gatech.EDU (Greg Williams) Newsgroups: comp.os.ms-windows.misc Subject: Re: Many people on one machine Message-ID: <94285@hydra.gatech.EDU> Date: 22 Apr 93 19:21:11 GMT References: <93111.154952CDA90038@UCF1VM.BITNET> Distribution: git Organization: Georgia Institute of Technology Lines: 23 	comp.os.ms-windows.misc
6027	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.misc:9823 comp.os.ms-windows.setup:4393 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!emory!sol.ctr.columbia.edu!destroyer!cs.ubc.ca!unixg.ubc.ca!ewoo From: ewoo@unixg.ubc.ca (Emile Woo) Newsgroups: comp.os.ms-windows.misc,comp.os.ms-windows.setup Subject: Help! - Disappearing Groups!!! Date: 23 Apr 1993 08:52:05 GMT Organization: University of British Columbia, Vancouver, B.C.,	comp.os.ms-windows.misc
6028	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!er From: er+@cs.cmu.edu (Ekkehard Rohwedder) Subject: Re: Help! - Disappearing Groups!!! Message-ID: <C5yGw9.94H.1@cs.cmu.edu> Sender: news@cs.cmu.edu (Usenet News System) Nntp-Posting-Host: kurt.tip.cs.cmu.edu Cc: ewoo@unixg.ubc.ca Organization: School of Computer Science, Carnegie Mellon References: <1r8anlINN60g@skeena.ucs.ubc.ca> Date: Fri, 23 Apr 1993 21:26:22 GMT Lines: 11 In article <1r8anlINN60g	comp.os.ms-windows.misc
6029	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!sdd.hp.com!think.com!ames!agate!headwall.Stanford.EDU!nntp.Stanford.EDU!shiva From: shiva@leland.Stanford.EDU (Matt Jacobson) Subject: NDW Norton Desktop for Windows Message-ID: <1993Apr17.130528.2773@leland.Stanford.EDU> Sender: news@leland.Stanford.EDU (Mr News) Organization: DSG, Stanford University, CA 94305, USA Date: 	comp.os.ms-windows.misc
6030	 Xref: cantaloupe.srv.cs.cmu.edu comp.windows.x:67531 comp.os.ms-windows.misc:10129 Newsgroups: comp.windows.x,comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!gatech!news.ans.net!newsgate.watson.ibm.com!yktnews.watson.ibm.com!hawnews.watson.ibm.com!news From: kaul@vnet.ibm.com Subject: X11 Servers for MS Windows available? Sender: news@hawnews.watson.ibm.com (NNTP News Poster) M	comp.os.ms-windows.misc
6031	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!torn!watserv2.uwaterloo.ca!flatbug.watstar.uwaterloo.ca!GMILLS From: GMILLS@CHEMICAL.watstar.uwaterloo.ca (Phil Trodwell) Subject: VB Decompiler? Message-ID: <GMILLS.32.735494077@CHEMICAL.watstar.uwaterloo.ca> Lines: 9 Sender: news@watserv2.uwaterloo.ca Organization: University of Waterloo Date: Thu, 22 Apr 1993 15:54:	comp.os.ms-windows.misc
6032	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.setup:4500 comp.os.ms-windows.misc:10069 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!pitt.edu!uunet!enterpoop.mit.edu!thunder.mcrcim.mcgill.edu!homer.cs.mcgill.ca!gel From: gel@cs.mcgill.ca (Gilles KHOUZAM) Newsgroups: comp.os.ms-windows.setup,comp.os.ms-windows.misc Subject: ATI Ultra Pro & Windows Message-ID: <C696vH.EI5@cs.mcgill.ca> Date: 29 Apr 93 16:23:38 GMT Sender: Gilles Khouzam (gel@binkley.cs.mcgill.ca) Organization: SO	comp.os.ms-windows.misc
6033	 Path: cantaloupe.srv.cs.cmu.edu!rochester!cornell!batcomputer!munnari.oz.au!ariel.ucs.unimelb.EDU.AU!werple.apana.org.au!zikzak!jamie From: jamie@zikzak.apana.org.au (Jamie Scuglia) Newsgroups: comp.os.ms-windows.misc Subject: Workspace Manager for Win 3.1 ? Date: 22 Apr 1993 11:14:29 GMT Organization: Zikzak Public Access UNIX, Melbourne Australia Lines: 8 Message-ID: <1r5uml$620@werple.apana.org.au> NNTP-Posting-Host: zikzak.apana.org.au Are there any Workspace Managers out there for Windows 	comp.os.ms-windows.misc
6034	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!gatech!psuvax1!psuvm!dls128 Organization: Penn State University Date: Thu, 15 Apr 1993 13:27:46 EDT From: <DLS128@psuvm.psu.edu> Message-ID: <93105.132746DLS128@psuvm.psu.edu> Newsgroups: comp.os.ms-windows.misc Subject: Fall Comdex '93 Lines: 8 Does anyone out there have any info on the up and coming fall comdex '93? I was asked by one of my peers to get any info that might be available.  Or, could anyone 	comp.os.ms-windows.misc
6035	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.misc:9836 comp.os.msdos.misc:13149 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!news.claremont.edu!ucivax!gateway From: tittle@ics.uci.edu (Cindy Tittle Moore) Subject: Re: Canon BJ200 (BubbleJet) and HP DeskJet 500... Nntp-Posting-Host: alexandre-dumas.ics.uci.edu Message-ID: <2BD82CCD.11022@ics.uci.edu> Newsgroups: comp.os.ms-windows.misc,comp.os.msdos.misc Reply-To: tittle@ics.uci.edu (Cindy Tittle Moore) Organizat	comp.os.ms-windows.misc
6036	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.setup:4275 comp.os.ms-windows.misc:9474 Newsgroups: comp.os.ms-windows.setup,comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!zaphod.mps.ohio-state.edu!uwm.edu!cs.utexas.edu!geraldo.cc.utexas.edu!portal.austin.ibm.com!awdprime.austin.ibm.com!guyd From: guyd@austin.ibm.com (Guy Dawson) Subject: Re: Hercules Graphite? Originator: guyd@pal500.austin.ibm.co	comp.os.ms-windows.misc
6037	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!sol.ctr.columbia.edu!ira.uka.de!math.fu-berlin.de!mailgzrz.TU-Berlin.DE!news.netmbx.de!Germany.EU.net!mcsun!sun4nl!tnofel!felfs!rioj7 From: mveraart@fel.tno.nl (Mario Veraart) Subject: Re: Help: Importing .EPS files into Word 2.0 Organization: TNO Physics and Electronics Laboratory Date: Tue, 20 Apr 93 07:23:46 GMT Message-ID: <1993Apr20.072346.20923@fel.tno.nl> Reference	comp.os.ms-windows.misc
6038	 Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!gatech!howland.reston.ans.net!zaphod.mps.ohio-state.edu!uwm.edu!msuinfo!walnut.cps.msu.edu!bilan From: bilan@cps.msu.edu (Thomas J Bilan) Newsgroups: comp.os.ms-windows.misc Subject: W4WG & Novell Date: 26 Apr 1993 16:30:10 GMT Organization: Dept. of Computer Science, Michigan State University Lines: 23 Distribution: world Message-ID: <1rh2mi$ea4@msuinfo.cl.msu.edu> NNTP-Posting-Host: walnut.cps.msu.edu Originator: bilan@walnut.cps.msu.edu I instal	comp.os.ms-windows.misc
6039	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.programmer.tools:3245 comp.os.ms-windows.programmer.misc:9071 comp.os.ms-windows.misc:9930 comp.os.ms-windows.setup:4441 comp.os.ms-windows.programmer.win32:5664 comp.os.ms-windows.apps:12046 Newsgroups: comp.os.ms-windows.programmer.tools,comp.os.ms-windows.programmer.misc,comp.os.ms-windows.misc,comp.os.ms-windows.setup,comp.os.ms-windows.programmer.win32,comp.os.ms-windows.apps Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!bogus.sura.net!da	comp.os.ms-windows.misc
6040	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!caen!rphroy!c2k01.cad.gmeds.com!cve385.ttp.cad.gmeds.com!drohand From: drohand@cad.gmeds.com (Dominic Drohan) Newsgroups: comp.os.ms-windows.misc Subject: Re: How to prevent ctl-alt-del from windows. Date: Thu, 13 May 1993 20:06:54 GMT Organization: EDS/Cadillac Lines: 24 Message-ID: <drohand.38.737323614@cad.gmeds.com> References: <97431@hydra.gatech.EDU> NNTP-Posting-Host: cve385.ttp.cad.gmeds.com In article <97431@hydra.	comp.os.ms-windows.misc
6041	 Newsgroups: comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!gatech!usenet.ins.cwru.edu!magnus.acs.ohio-state.edu!zaphod.mps.ohio-state.edu!uwm.edu!cs.utexas.edu!uunet!newsstand.cit.cornell.edu!piccolo.cit.cornell.edu!crux3!rcs1 From: rcs1@crux3.cit.cornell.edu (R Craig Stevenson) Subject: W4W: printing envelops on DJ550C (not 500C!) Message-ID: <rcs1.735073080@crux1.cit.cornell.edu> Sender: usenet@piccolo.cit.cornell.edu (NN	comp.os.ms-windows.misc
6042	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.misc:10087 comp.os.ms-windows.apps:12215 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!pitt.edu!uunet!boulder!ucsu!rintintin.Colorado.EDU!hayesj From: hayesj@rintintin.Colorado.EDU (HAYES JAMES MICHAEL JR) Newsgroups: comp.os.ms-windows.misc,comp.os.ms-windows.apps Subject: Re: Program Manager kills my Group files! Message-ID: <1993Apr29.212018.28923@ucsu.Colorado.EDU> Date: 29 Apr 93 21:20:18 GMT References: <1reiqj$qtr@access.dige	comp.os.ms-windows.misc
6043	 Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!gatech!prism!ccastco From: ccastco@prism.gatech.EDU (Costas Malamas) Newsgroups: comp.os.ms-windows.misc Subject: Re: Help with changing Startup logo Message-ID: <95208@hydra.gatech.EDU> Date: 28 Apr 93 22:27:31 GMT Organization: Georgia Institute of Technology Lines: 58 In article <1993Apr28.161910.17062@seas.gwu.edu> louray@seas.gwu.edu (Michael Panayiotakis) writes: >In article <735952415.AA01739@f-454.fidonet.org> C..Doelle@p26.f3333.n106.z1.fi	comp.os.ms-windows.misc
6044	 Xref: cantaloupe.srv.cs.cmu.edu comp.os.ms-windows.programmer.misc:8840 comp.os.ms-windows.misc:9708 Newsgroups: comp.os.ms-windows.programmer.misc,comp.os.ms-windows.misc Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!zaphod.mps.ohio-state.edu!hobbes.physics.uiowa.edu!news.iastate.edu!pv026a.vincent.iastate.edu!shenoy From: shenoy@iastate.edu (Shiva Shenoy) Subject: Re: Windows Help Message-ID: <shenoy.735359407@pv026a.vinc	comp.os.ms-windows.misc
6045	 From: calloway@hplvec.LVLD.HP.COM (Frank Calloway) Date: Tue, 20 Apr 1993 15:00:07 GMT Subject: Re: Windows 3.1 slower using DOS 6 ???? Message-ID: <56720008@hplvec.LVLD.HP.COM> Organization: Hewlett-Packard Co., Loveland, CO Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!magnus.acs.ohio-state.edu!usenet.ins.cwru.edu!howland.reston.ans.net!zaphod.mps.ohio-state.edu!usc!sdd.hp.com!hpscit.sc.hp.com!hplextra!hpfcso!hplvec!calloway Newsgroups: comp.os.	comp.os.ms-windows.misc
6046	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!gatech!udel!news.intercon.com!psinntp!witch!spiff!eklein Newsgroups: comp.os.ms-windows.misc Message-ID: <73@spiff.win.net> Reply-To: eklein@spiff.win.net (Ed Klein) From: eklein@spiff.win.net (Ed Klein) Date: Fri, 30 Apr 1993 04:28:22 GMT Subject: Please DO NOT post bitmaps! Lines: 41 >From:   pwiseman@salmon.usd.edu (Cliff) >Organization:   University of South Dakota >Subject:        roman.bmp 01/14In res	comp.os.ms-windows.misc
6997	 Newsgroups: rec.sport.baseball Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!gatech!usenet.ins.cwru.edu!agate!spool.mu.edu!uwm.edu!caen!uvaarpa!murdoch!delmarva.evsc.Virginia.EDU!drw3l From: drw3l@delmarva.evsc.Virginia.EDU (David Robert Walker) Subject: Re: Braves Pitching UpdateDIR Message-ID: <C5L40C.9LC@murdoch.acc.Virginia.EDU> Sender: usenet@murdoch.acc.Virginia.EDU Organization: University of Virginia References: <1993Apr14.200649.12578@pt	rec.sport.baseball
