Unnamed: 0	sentence	label
2043	 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!usenet.ins.cwru.edu!lerc.nasa.gov!venus.lerc.nasa.gov!smorris From: smorris@venus.lerc.nasa.gov (Ron Morris ) Newsgroups: rec.sport.hockey Subject: Murray as GM  (was: Wings will win Date: 20 Apr 1993 12:51 EDT Organization: NASA Lewis Research Center Lines: 37 Sender: smorris@venus.lerc.nasa.gov (Ronald Morris (SVER)) Distribution: world Message-ID: <20	rec.sport.hockey
2044	 Path: cantaloupe.srv.cs.cmu.edu!rochester!rochester!udel!bogus.sura.net!howland.reston.ans.net!usc!sol.ctr.columbia.edu!destroyer!cs.ubc.ca!unixg.ubc.ca!kakwa.ucs.ualberta.ca!acs.ucalgary.ca!cgate.sait.ab.ca!mtroyal!caldwell8102 Newsgroups: rec.sport.hockey Subject: Re: NHLPA poll (partial stats/results) Message-ID: <1993Apr20.124012.3383@mtroyal.ab.ca> From: caldwell8102@mtroyal.ab.ca Date: 20 Apr 93 12:40:12 MDT References: <1800@muller.loria.fr> <ofnmaO_00iV1A6kYd2@andrew.cmu.edu> <C5nCAn.80	rec.sport.hockey
2045	 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!malgudi.oar.net!news.ysu.edu!psuvm!cunyvm!dlmqc Organization: City University of New York Date: Friday, 16 Apr 1993 09:22:46 EDT From: Harold Zazula <DLMQC@CUNYVM.BITNET> Message-ID: <93106.092246DLMQC@CUNYVM.BITNET> Newsgroups: rec.sport.hockey Subject: Octopus in Detroit? Lines: 9 I was watching the Detroit-Minnesota game last night and thought I saw an oct	rec.sport.hockey
2046	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!jwh From: jwh@sei.cmu.edu (John Huber) Subject: Re: Leafs Crushed Again; Blues Win; Flames Back. Message-ID: <1993Apr23.113051.4614@sei.cmu.edu> Sender: netnews@sei.cmu.edu (Netnews) Organization: The Software Engineering Institute References: <vzhivov.735454735@cunews> <1993Apr22.220409.10862@wuecl.wustl.edu> Date: Fri, 23 Apr 1993 11:30:51 EDT Lines: 34 In article <1993Apr22.220409.10862@wu	rec.sport.hockey
2047	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!cs.utexas.edu!usc!howland.reston.ans.net!agate!ames!lll-winken.llnl.gov!taurus.cs.nps.navy.mil!galvint From: galvint@cs.nps.navy.mil (thomas galvin) Subject: Re: Camera work on televised games Message-ID: <C5wCL9.325@taurus.cs.nps.navy.mil> Sender: news@taurus.cs.nps.navy.mil Organization: Naval Postgraduate School, Monterey CA Re	rec.sport.hockey
2048	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!zaphod.mps.ohio-state.edu!cs.utexas.edu!utnut!torn!newshub.ccs.yorku.ca!ists!stpl.ists.ca!dchhabra From: dchhabra@stpl.ists.ca (Deepak Chhabra) Subject: Re: Mogilny must be benched. Message-ID: <1993Apr13.215008.591@newshub.ists.ca> Sender: news@newshub.ists.ca (News Subsystem) Nntp-Posting-Host: stpl.ists.ca Organization: Solar Terresterial Physics Laboratory, ISTS References: 	rec.sport.hockey
2049	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!wupost!howland.reston.ans.net!ux1.cso.uiuc.edu!uchinews!raistlin!timbuk.cray.com!walter.cray.com!huot From: huot@cray.com (Tom Huot) Subject: Re: Ulf and all... Message-ID: <1993Apr23.190041.12659@walter.cray.com> Lines: 26 Nntp-Posting-Host: pittpa.cray.com Organization: Cray Research Inc. X-Newsreader: TIN [version 1.1 PL8] References: <allan.735594772@swanlake> Date: 23 Apr 93 19:00:41 CDT Allan Sullivan (allan@cs.UA	rec.sport.hockey
2050	 Xref: cantaloupe.srv.cs.cmu.edu rec.sport.hockey:54048 rec.skate:5376 Newsgroups: rec.sport.hockey,rec.skate Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!tmenner From: tmenner@sei.cmu.edu (Thomas Menner) Subject: Hockey Equip. Recommendations? Message-ID: <1993Apr23.162011.29720@sei.cmu.edu> Keywords: hockey Sender: netnews@sei.cmu.edu (Netnews) Organization: Software Engineering Institute Date: Fri, 23 Apr 1993 16:20:11 EDT Lines: 23 Hey man! - Having spent the pa	rec.sport.hockey
2051	 Newsgroups: rec.sport.hockey,maine.hockey-l Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!paladin.american.edu!howland.reston.ans.net!usc!cs.utexas.edu!uunet!pilchuck!fugu!paul From: paul@fugu.Data-IO.COM (Paul Brownlow) Subject: Re: 1993 NHL Draft Message-ID: <1993Apr21.171121.10256@data-io.com> Sender: paul@fugu (Paul Brownlow) Organization: Data I/O Corporation References: <93109.134719IO91748@MAINE.MAINE.EDU> <1993Apr20.184627.4585@newshub.ar	rec.sport.hockey
2052	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!gatech!howland.reston.ans.net!usc!zaphod.mps.ohio-state.edu!uwm.edu!lll-winken.llnl.gov!taurus.cs.nps.navy.mil!galvint From: galvint@cs.nps.navy.mil (thomas galvin) Subject: Re: Schedule... Message-ID: <C5sG8s.Anz@taurus.cs.nps.navy.mil> Sender: news@taurus.cs.nps.navy.mil Organization: Naval Postgraduate School, Monterey CA References: <1qup1lINNotb@master.cs.rose-hulman.edu> <121411@netnews.upenn.edu> Date: Tue, 20 Ap	rec.sport.hockey
2053	" Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!gatech!prism!gtd597a From: gtd597a@prism.gatech.EDU (Hrivnak) Newsgroups: rec.sport.hockey Subject: Goalie mask poll update 4/22/93 Summary: *** KEEP SENDING IN THOSE VOTES!!! *** Message-ID: <94236@hydra.gatech.EDU> Date: 22 Apr 93 15:24:44 GMT Organization: Georgia Institute of Technology Lines: 38 	Curtis Joseph and Ray LeBlanc have "	rec.sport.hockey
2054	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!darwin.sura.net!spool.mu.edu!torn!csd.unb.ca!e8l6 From: e8l6@jupiter.sun.csd.unb.ca (Rocket) Subject: NHL Final point standings Message-ID: <1993Apr18.163148.1431@jupiter.sun.csd.unb.ca> Organization: University of New Brunswick Distribution: rec.sport.hockey Date: Sun, 18 Apr 1993 16:31:48 GMT Lines: 694     Individual leaders by total points (Final standings)     NOTE: Games played and points per games not accurate !!	rec.sport.hockey
2055	 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!zaphod.mps.ohio-state.edu!cs.utexas.edu!sdd.hp.com!caen!destroyer!cs.ubc.ca!unixg.ubc.ca!wscott From: wscott@physics.ubc.ca (Bill Scott) Newsgroups: rec.sport.hockey Subject: Re: Trivia question Date: 23 Apr 1993 19:02:51 GMT Organization: The University of British Columbia Lines: 27 Distribution: world Message-ID: <1r9egrINNait@iskut.ucs.ubc.ca> References: <1	rec.sport.hockey
2056	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!mcsun!julienas!loria!judikael.loria.fr!ayari From: ayari@judikael.loria.fr (Ayari Iskander) Newsgroups: rec.sport.hockey Subject: NHLPA poll (Stats/3rd uptade) Message-ID: <1808@muller.loria.fr> Date: 16 Apr 93 12:05:36 GMT Sender: news@news.loria.fr Organization: Crin - Inria-Lorraine Lines: 54 3rd uptade: Here are the standings for the poll after 39 votes: 5 points for 1st, 4 for 2nd,... 1 point for 5th: EA/ NHLPA game 1.	rec.sport.hockey
2057	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!cornell!batcomputer!caen!uwm.edu!cs.utexas.edu!utnut!torn!newshub.ccs.yorku.ca!ists!stpl.ists.ca!dchhabra From: dchhabra@stpl.ists.ca (Deepak Chhabra) Subject: re:  Don Cherry's Coach's Corner Summary - April 3, 1993 Message-ID: <1993Apr5.230855.20981@ists.ists.ca> Sender: news@ists.ists.ca (News Subsystem) Nntp-Posting-Host: stpl.ists.ca Organization: Solar Terresterial Physics Laboratory, ISTS Distribution: na Date: Mon, 5	rec.sport.hockey
2058	 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!pitt.edu!mdell From: mdell+@pitt.edu (Michael G Dellinger) Newsgroups: rec.sport.hockey Subject: Re: Stop predicting Message-ID: <9280@blue.cis.pitt.edu> Date: 17 Apr 93 23:01:45 GMT References: <1993Apr16.233148.9711@rose.com> Sender: news+@pitt.edu Organization: University of Pittsburgh Lines: 36 In article <1993Apr16.233148.9711@rose.com> jack.petrilli@rose.com (jack petrilli) writes: >On April 16,  cdkaupan@eos.ncsu.edu (CARL DAVID K	rec.sport.hockey
2059	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!cornell!batcomputer!caen!malgudi.oar.net!zaphod.mps.ohio-state.edu!howland.reston.ans.net!torn!nott!bnrgate!bcars267!bcarh601!dwarf From: dwarf@bcarh601.bnr.ca (W. Jim Jordan) Subject: Re: #77's? Message-ID: <1993Apr21.162316.15163@bnr.ca> Sender: news@bnr.ca (usenet) Nntp-Posting-Host: bcarh601 Organization: Bell-Northern Research Ltd., Ottawa, Ontario, Canada References: <1r23on$4p6@bigboote.WPI.EDU> Date: Wed, 21 Apr 1993	rec.sport.hockey
2060	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!network.ucsd.edu!news.service.uci.edu!nntpsrv From: assist@orion.oac.uci.edu (ASSIST Coordination Site) Newsgroups: rec.sport.hockey Subject: Re: This year's biggest and worst (opinion)... Keywords: NHL, awards Message-ID: <2BC0C6DF.18865@news.service.uci.edu> Date: 5 Apr 93 23:55:11 GMT Article-I.D.: news.2BC0C6DF.18865 References: <C4zCII.Ftn@watserv1.uwaterloo.ca> Distribution: world Organization: University of California, Irvine Li	rec.sport.hockey
2061	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!europa.eng.gtefsd.com!news.ans.net!newsgate.watson.ibm.com!hawnews.watson.ibm.com!acheron!philabs!jpc From: jpc@philabs.philips.com (John P. Curcio) Subject: Re: NHL PLAYOFF RESULTS FOR GAMES PLAYED 23 APRIL 1993 Message-ID: <1993Apr24.134113.19168@philabs.philips.com> Sender: news@philabs.philips.com (Mr. C. News) Organizati	rec.sport.hockey
2062	" Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!newsflash.concordia.ca!nstn.ns.ca!ac.dal.ca!06paul From: 06paul@ac.dal.ca Newsgroups: rec.sport.hockey Subject: My Predictions of a classic playoff year! Message-ID: <1993Apr17.152611.12934@ac.dal.ca> Date: 17 Apr 93 15:26:11 -0300 Organization: Dalhousie University, Halifax, Nova Scotia, Canada Lines: 73 Here is yet another prediction for them great playoffs! (you may laugh at your convenience!) :) 	Adams Division (I hate "	rec.sport.hockey
2063	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!uwm.edu!zaphod.mps.ohio-state.edu!news.acns.nwu.edu!uicvm.uic.edu!u16028 From: U16028@uicvm.uic.edu Newsgroups: rec.sport.hockey Subject: Re: Coloured puck (was: CHANGES NOT NOTED YET!) Message-ID: <93095.203829U16028@uicvm.uic.edu> Date: 6 Apr 93 01:38:29 GMT Article-I.D.: uicvm.93095.203829U16028 References: <boora.733806319@sfu.ca> <1993Apr5.171006.22196@bnr.ca> Organization: University of Illinois at Chicago, academic Computer Cent	rec.sport.hockey
2064	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!sol.ctr.columbia.edu!news.columbia.edu!cunixb.cc.columbia.edu!gld From: gld@cunixb.cc.columbia.edu (Gary L Dare) Subject: Re: ESPN2 - Tell us about it Message-ID: <1993Apr24.170759.14981@news.columbia.edu> Sender: usenet@news.columbia.edu (The Network News) Nntp-Posting-Host: cunixb.cc.columbia.edu Reply-To: gld@cunixb.cc.columbia.edu (Gary L Dare)	rec.sport.hockey
2065	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!wupost!uunet!mcsun!news.funet.fi!ousrvr.oulu.fi!golf From: golf@phoenix.oulu.fi (Jouko Kylmaoja) Subject: German audience is lunatic?? Message-ID: <1993Apr21.114335.7071@ousrvr.oulu.fi> Sender: news@ousrvr.oulu.fi Organization: University of Oulu, Finland X-Newsreader: TIN [version 1.1 PL9] Date: Wed, 21 Apr 1993 11:43:35 GMT Lines: 17 I watched the 	rec.sport.hockey
2066	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!gatech!howland.reston.ans.net!agate!linus!linus.mitre.org!linus!pkester From: pkester@hooville.mitre.org (Peter Kester) Subject: Re: ESPN's (lack of) coverage In-Reply-To: jpc@philabs.philips.com's message of 20 Apr 93 13:44:39 EDT Message-ID: <PKESTER.93Apr23151031@hooville.mitre.org> Lines: 19 Sender: news@linus.mitre.org (News Service) Nntp-Posting-Host: hooville.mitre.org Organization: The MITRE Corporation Referenc	rec.sport.hockey
2067	 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!wupost!emory!sol.ctr.columbia.edu!caen!nigel.msen.com!fmsrl7!destroyer!cs.ubc.ca!alberta!kakwa.ucs.ualberta.ca!ersys!yadallee From: yadallee@ersys.edmonton.ab.ca (Dave Shariff Yadallee) Newsgroups: rec.sport.hockey Subject: Re: Oiler's rumour - Team moving? Press conference next week Message-ID: <gqFi3B9w165w@ersys.edmonton.ab.ca> Date: Sat, 24 Apr 93 06:11:51 MDT References: 	rec.sport.hockey
2068	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!gatech!howland.reston.ans.net!spool.mu.edu!torn!pulp.cs.laurentian.ca!maynard From: maynard@ramsey.cs.laurentian.ca (Roger Maynard) Subject: Re: Plus minus stat Message-ID: <1993Apr16.015936.11303@ramsey.cs.laurentian.ca> Organization: Dept. of Computer Science, Laurentian University, Sudbury, ON References: <VFq32B2w165w@sms.business.uwo.ca> Date: Fri, 16 Apr 1993 01:59:36 GMT Lines: 130 In <VFq32B2w165w@sms.business.u	rec.sport.hockey
2069	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!gjp From: gjp@sei.cmu.edu (George Pandelios) Subject: Re: Don Cherry-New Pens Annoucer? Message-ID: <1993Apr23.144914.23082@sei.cmu.edu> Sender: netnews@sei.cmu.edu (Netnews) Organization: The Software Engineering Institute References:  <C5wIuy.D88.1@cs.cmu.edu> Date: Fri, 23 Apr 1993 14:49:14 EDT Lines: 25 In article <C5wIuy.D88.1@cs.cmu.edu>, lli+@cs.cmu.edu (Lori Iannamico) writes: |> Don 	rec.sport.hockey
2070	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!bogus.sura.net!darwin.sura.net!howland.reston.ans.net!noc.near.net!oz.plymouth.edu!d_jaracz From: d_jaracz@oz.plymouth.edu (David R. Jaracz) Subject: Re: Peter Forsberg Message-ID: <1993Apr24.025046.12698@oz.plymouth.edu> Organization: Plymouth State College - Plymouth, NH. References: <1993Apr23.020006.583@spang.Camosun.BC.CA> <19930423112743.cvincent@poolman.ucs.mun.ca> Date: Sat, 24 Apr 93 02:50:46 GMT Lines: 23 In a	rec.sport.hockey
2071	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!pacific.mps.ohio-state.edu!linac!uwm.edu!cs.utexas.edu!wupost!emory!europa.eng.gtefsd.com!darwin.sura.net!news.udel.edu!chopin.udel.edu!jgold From: jgold@chopin.udel.edu (Jonathan Goldstein) Subject: Re: The Amazin' Isles!!!!!! Message-ID: <C645AE.81r@news.udel.edu> Sender: usenet@news.udel.edu Nntp-Posting-Host: chopin.udel.edu Organization: University of Delaware Referenc	rec.sport.hockey
2072	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!pacific.mps.ohio-state.edu!zaphod.mps.ohio-state.edu!uwm.edu!lll-winken.llnl.gov!taurus.cs.nps.navy.mil!galvint From: galvint@cs.nps.navy.mil (thomas galvin) Subject: Re: ESPN Message-ID: <C5w82y.1xM@taurus.cs.nps.navy.mil> Sender: news@taurus.cs.nps.navy.mil Organization: Naval Postgraduate School, Monterey CA References: <randolin.3.735424986@polisci.umn	rec.sport.hockey
2073	 Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!gatech!howland.reston.ans.net!zaphod.mps.ohio-state.edu!sol.ctr.columbia.edu!eff!news.kei.com!ub!acsu.buffalo.edu!hammerl From: hammerl@acsu.buffalo.edu (Valerie S. Hammerl) Newsgroups: rec.sport.hockey Subject: Sabres/Bruins notes Message-ID: <C5y0yz.Bx6@acsu.buffalo.edu> Date: 23 Apr 93 15:42:34 GMT Sender: nntp@acsu.buffalo.edu Organization: UB Lines: 57 Nntp-Posting-Host: lictor.acsu.buffalo.edu It was unlikely, improbable.  For the Bruins, it 	rec.sport.hockey
2074	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!gatech!prism!gtd597a From: gtd597a@prism.gatech.EDU (Hrivnak) Newsgroups: rec.sport.hockey Subject: Re: Goodbye, good riddance, get lost 'Stars Message-ID: <93376@hydra.gatech.EDU> Date: 16 Apr 93 21:41:25 GMT References: <DT642B1w165w@sms.business.uwo.ca> Organization: Georgia Institute of Technology Lines: 13 In article <DT642B1w165w@sms.business.uwo.ca> s4lawren@sms.business.uwo.ca (Stephen Lawrence) wri	rec.sport.hockey
2075	 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!noc.near.net!news.bbn.com!hsdndev!nhmas From: nhmas@gauss.med.harvard.edu (Mark Shneyder 432-4219) Newsgroups: rec.sport.hockey Subject: Re: Schedule... Date: 21 Apr 1993 13:46:20 GMT Organization: HMS Lines: 9 Message-ID: <1r3j7c$1nd@hsdndev.harvard.edu> References: <1993Apr20.022737.23938@news.columbia.edu> <1993Apr20.052907.1625@news.columbia.edu> <lt8dl1INN2u2@appserv.Eng.Su	rec.sport.hockey
2076	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!wupost!uwm.edu!cs.utexas.edu!utnut!alchemy.chem.utoronto.ca!golchowy From: golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy) Subject: Re: Hockey guest spots... Message-ID: <1993Apr23.154318.7689@alchemy.chem.utoronto.ca> Organization: University of Toronto Chemistry Department References: <1993Apr22.202856.20760@epas.toronto.edu> <22APR93.25499311.0068@VM1.MCGILL.CA> Date: Fri, 23 Apr 1993 15:43:18 GMT Lines: 10 In art	rec.sport.hockey
2077	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!usc!hacgate!oracle!willis From: willis@oracle.SCG.HAC.COM (Stan Willis) Newsgroups: rec.sport.hockey Subject: Kings playoff notes: Stauber, TV ratings, etc. Message-ID: <31521@hacgate.SCG.HAC.COM> Date: 20 Apr 93 23:12:59 GMT Sender: news@hacgate.SCG.HAC.COM Reply-To: willis@empire.dnet.hac.com (Stan Willis) Organization: none Lines: 112 1992-93 Los Angeles Kings notes. -------------------------------- Play	rec.sport.hockey
2078	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!zaphod.mps.ohio-state.edu!uwm.edu!caen!news.mtu.edu!abcd.houghton.mi.us!Derek_Juntunen From: Derek_Juntunen@abcd.houghton.mi.us (Derek Juntunen) Newsgroups: rec.sport.hockey Subject: Who will be #1 pick in NHL draft? Distribution: world Message-ID: <Derek_Juntunen.0f07@abcd.houghton.mi.us> Date: 17 Apr 93 17:34:12 EST Organization: Amiga BitSwap Central Dispatch Lines: 8 I recently bought a pack of prospect hockey cards whi	rec.sport.hockey
2079	" Path: cantaloupe.srv.cs.cmu.edu!rochester!news.crd.ge.com!uunet!newsflash.concordia.ca!clyde.concordia.ca!altitude!pereira From: pereira@CAM.ORG (Dean Pereira) Newsgroups: rec.sport.hockey Subject: Canadiens - another Stanley Cup??? Message-ID: <C5155p.6G5@CAM.ORG> Date: 5 Apr 93 21:32:12 GMT References: <allan.733957377@st-lina> Organization: Champlain Regional College, St-Lambert QC CANADA Lines: 12 		With the kind of team Montreal has now,  they can take the cup easily.  The only problem the"	rec.sport.hockey
2080	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!gatech!taco!fmsalvat From: fmsalvat@eos.ncsu.edu (FRANK MICHAE SALVATORE) Subject: Re: Patrick Division Correction! Message-ID: <1993Apr15.205446.20965@ncsu.edu> Originator: fmsalvat@c00525-106ps.eos.ncsu.edu Sender: news@ncsu.edu (USENET News System) Reply-To: fmsalvat@eos.ncsu.edu (FRANK MICHAE SALVATORE) Organization: North Carolina State University, Project Eos References:  	rec.sport.hockey
2081	 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!zaphod.mps.ohio-state.edu!pitt.edu!joe13 From: joe13+@pitt.edu (Joseph B Stiehm) Newsgroups: rec.sport.hockey Subject: Bruins Message-ID: <9589@blue.cis.pitt.edu> Date: 21 Apr 93 16:34:37 GMT References: <C5spEC.EuC@noose.ecn.purdue.edu> <1993Apr20.194441.23595@julian.uwo.ca> <C5uApy.J3t@watserv1.uwaterloo.ca> Sender: news+@pitt.edu Organization: University of Pittsburgh Lines: 13 Come on Boston, where the 	rec.sport.hockey
2082	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!pacific.mps.ohio-state.edu!zaphod.mps.ohio-state.edu!uwm.edu!lll-winken.llnl.gov!taurus.cs.nps.navy.mil!galvint From: galvint@cs.nps.navy.mil (thomas galvin) Subject: Re: And you think ESPN shafted you? Message-ID: <C5w7M2.1uq@taurus.cs.nps.navy.mil> Sender: news@taurus.cs.nps.navy.mil Organization: Naval Postgraduate School, Monterey CA References: <16BB7	rec.sport.hockey
2083	" Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!pitt.edu!uunet!destroyer!cs.ubc.ca!newsserver.sfu.ca!sfu.ca!boora From: boora@kits.sfu.ca (The GodFather) Newsgroups: rec.sport.hockey Subject: ABC: The Real Thing? Message-ID: <boora.735373980@sfu.ca> Date: 21 Apr 93 06:33:00 GMT Sender: news@sfu.ca Organization: Simon Fraser University, Burnaby, B.C., Canada Lines: 7 	Ok, it seems that everyone else in canada was treated to the REAL ABC telecast while only the people on ROGERS TV in Su"	rec.sport.hockey
2084	" Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!news.intercon.com!psinntp!vaxa.hofstra.edu!accgsg From: accgsg@vaxa.hofstra.edu (Gary Graffagnino) Newsgroups: rec.sport.hockey Subject: Isles / Hockey Ramblings Message-ID: <1993Apr15.090015.1696@vaxa> Date: 15 Apr 93 09:00:14 EST Lines: 43 	Well, the Patrick Division got a little more interesting last night. The Islanders lost in OT and the Devils tied the Pens.  That means if the Isles beat the Devils on Friday, the will meet the Caps in the pla"	rec.sport.hockey
2085	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!zaphod.mps.ohio-state.edu!pacific.mps.ohio-state.edu!linac!att!cbnewsi!bks2 From: bks2@cbnewsi.cb.att.com (bryan.k.strouse) Subject: NHL PLAYOFF RESULTS FOR GAMES PLAYED 4-22-93 Organization: AT&T Date: Fri, 23 Apr 1993 16:35:29 GMT Message-ID: <C5y3FC.4zL@cbnewsi.cb.att.com> Keywords: Division semis game 3 Lines: 128 NHL PLAYOFF RE	rec.sport.hockey
2086	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!spool.mu.edu!torn!pulp.cs.laurentian.ca!maynard From: maynard@ramsey.cs.laurentian.ca (Roger Maynard) Subject: Re: div. and conf. names Message-ID: <1993Apr18.174738.26544@ramsey.cs.laurentian.ca> Organization: Dept. of Computer Science, Laurentian University, Sudbury, ON References: <115873@bu.edu> <1993Apr18.021332.23091@ramsey.cs.laurentian.ca> <1993Apr18.073540.6871@hubcap.c	rec.sport.hockey
2087	 Newsgroups: rec.sport.hockey Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!darwin.sura.net!spool.mu.edu!torn!pulp.cs.laurentian.ca!yvon From: yvon@ramsey.cs.laurentian.ca (Yvon Lavoie) Subject: Hot, Cold Streaks ??? Message-ID: <1993Apr16.163318.18136@ramsey.cs.laurentian.ca> Organization: Dept. of Computer Science, Laurentian University, Sudbury, ON Date: Fri, 16 Apr 1993 16:33:18 GMT Lines: 14 Ok guys, I need a list of the teams who have been hot or cold during the last 25 games.  Doesn't ne	rec.sport.hockey
2088	 Path: cantaloupe.srv.cs.cmu.edu!rochester!udel!bogus.sura.net!news-feed-1.peachnet.edu!gatech!howland.reston.ans.net!zaphod.mps.ohio-state.edu!uwm.edu!lll-winken.llnl.gov!sun-barr!news2me.EBay.Sun.COM!jethro.Corp.Sun.COM!rambler!jake From: jake@rambler.Eng.Sun.COM (Jason Cockroft) Newsgroups: rec.sport.hockey Subject: Re: Bowman needs credit Date: 23 Apr 1993 23:05:46 GMT Organization: Sun Microsystems, Inc. Lines: 19 Distribution: world Message-ID: <1r9soa$fps@jethro.Corp.Sun.COM> References: 	rec.sport.hockey
